Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (synonym)	EC number
P0ABF4	reviewed	EUTM_ECOLI	Bacterial microcompartment shell protein EutM (Bacterial microcompartment protein homohexamer) (BMC-H) (Ethanolamine utilization protein EutM)	eutM cchA yffZ b2457 JW2441	Escherichia coli (strain K12)	97		b2457 JW2441	eutM	cchA yffZ	
P0ABF8	reviewed	PGSA_ECOLI	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase) (PGP synthase)	pgsA b1912 JW1897	Escherichia coli (strain K12)	182		b1912 JW1897	pgsA		2.7.8.5
P0ABG1	reviewed	CDSA_ECOLI	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA cds b0175 JW5810	Escherichia coli (strain K12)	285		b0175 JW5810	cdsA	cds	2.7.7.41
P0ABL1	reviewed	NRFB_ECOLI	Cytochrome c-type protein NrfB	nrfB yjcI b4071 JW4032	Escherichia coli (strain K12)	188		b4071 JW4032	nrfB	yjcI	
P0ABM1	reviewed	CCMC_ECOLI	Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)	ccmC yejT yejU b2199 JW2187	Escherichia coli (strain K12)	245		b2199 JW2187	ccmC	yejT yejU	
P0ABM9	reviewed	CCMH_ECOLI	Cytochrome c-type biogenesis protein CcmH	ccmH yejP b2194 JW2182	Escherichia coli (strain K12)	350		b2194 JW2182	ccmH	yejP	
P0ABQ2	reviewed	GARR_ECOLI	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)	garR yhaE b3125 JW5526	Escherichia coli (strain K12)	294		b3125 JW5526	garR	yhaE	1.1.1.60
P0ABR5	reviewed	HCAE_ECOLI	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	hcaE digA hcaA hcaA1 phdC1 yfhU b2538 JW2522	Escherichia coli (strain K12)	453		b2538 JW2522	hcaE	digA hcaA hcaA1 phdC1 yfhU	1.14.12.19
P0ABR7	reviewed	CNTA_ECOLI	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	yeaW b1802 JW5294	Escherichia coli (strain K12)	374		b1802 JW5294	yeaW		1.14.13.239
P0ABT5	reviewed	DUSB_ECOLI	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	dusB yhdG b3260 JW3228	Escherichia coli (strain K12)	321		b3260 JW3228	dusB	yhdG	1.3.1.-
P0ABT8	reviewed	YIJE_ECOLI	Probable cystine transporter YijE	yijE b3943 JW5557	Escherichia coli (strain K12)	301		b3943 JW5557	yijE		
P0ABU5	reviewed	ELBB_ECOLI	Glyoxalase ElbB (EC 4.2.1.-) (Sigma cross-reacting protein 27A) (SCRP-27A)	elbB elb2 yzzB b3209 JW3176	Escherichia coli (strain K12)	217		b3209 JW3176	elbB	elb2 yzzB	4.2.1.-
P0ABW0	reviewed	HCAC_ECOLI	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit	hcaC hcaA3 phdB yfhW b2540 JW2524	Escherichia coli (strain K12)	106		b2540 JW2524	hcaC	hcaA3 phdB yfhW	
P0ABY7	reviewed	FLHC_ECOLI	Flagellar transcriptional regulator FlhC	flhC flaI b1891 JW1880	Escherichia coli (strain K12)	192		b1891 JW1880	flhC	flaI	
P0ABZ4	reviewed	KDSC_ECOLI	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase)	kdsC yrbI yrbJ b3198 JW3165	Escherichia coli (strain K12)	188		b3198 JW3165	kdsC	yrbI yrbJ	3.1.3.45
P0AC28	reviewed	5FCL_ECOLI	5-formyltetrahydrofolate cyclo-ligase (5-FCL) (EC 6.3.3.2) (5,10-methenyltetrahydrofolate synthetase) (MTHFS)	ygfA b2912 JW2879	Escherichia coli (strain K12)	182		b2912 JW2879	ygfA		6.3.3.2
P0AC51	reviewed	ZUR_ECOLI	Zinc uptake regulation protein (Zinc uptake regulator)	zur yjbK b4046 JW5714	Escherichia coli (strain K12)	171		b4046 JW5714	zur	yjbK	
P0AC62	reviewed	GLRX3_ECOLI	Glutaredoxin 3 (Grx3)	grxC yibM b3610 JW3585	Escherichia coli (strain K12)	83		b3610 JW3585	grxC	yibM	
P0AC86	reviewed	PHSG_ECOLI	Glycogen phosphorylase (EC 2.4.1.1)	glgP glgY b3428 JW3391	Escherichia coli (strain K12)	815		b3428 JW3391	glgP	glgY	2.4.1.1
P0AC94	reviewed	GNTP_ECOLI	High-affinity gluconate transporter (Gluconate permease 3) (Gnt-III system)	gntP yjiB b4321 JW4284	Escherichia coli (strain K12)	447		b4321 JW4284	gntP	yjiB	
P0ACA3	reviewed	SSPA_ECOLI	Stringent starvation protein A	sspA pog ssp b3229 JW3198	Escherichia coli (strain K12)	212		b3229 JW3198	sspA	pog ssp	
P0ACA7	reviewed	GSTB_ECOLI	Glutathione S-transferase GstB (EC 2.5.1.18)	gstB yliJ b0838 JW0822	Escherichia coli (strain K12)	208		b0838 JW0822	gstB	yliJ	2.5.1.18
P0ACG4	reviewed	HOKC_ECOLI	Toxic protein HokC (Protein Gef)	hokC gef b4412 JW5002 b0018.1	Escherichia coli (strain K12)	50	b0018.1	b4412 JW5002	hokC	gef	
P0ACH5	reviewed	MARA_ECOLI	Multiple antibiotic resistance protein MarA	marA b1531 JW5249	Escherichia coli (strain K12)	127		b1531 JW5249	marA		
P0ACL5	reviewed	GLCC_ECOLI	Glc operon transcriptional activator (Glc regulatory protein) (HTH-type transcriptional regulator GlcC)	glcC yghN b2980 JW2947	Escherichia coli (strain K12)	254		b2980 JW2947	glcC	yghN	
P0ACL7	reviewed	LLDR_ECOLI	Putative L-lactate dehydrogenase operon regulatory protein	lldR lctR b3604 JW3579	Escherichia coli (strain K12)	258		b3604 JW3579	lldR	lctR	
P0ACP1	reviewed	CRA_ECOLI	Catabolite repressor/activator (Fructose repressor)	cra fruC fruR shl b0080 JW0078	Escherichia coli (strain K12)	334		b0080 JW0078	cra	fruC fruR shl	
P0ACQ0	reviewed	RBSR_ECOLI	Ribose operon repressor	rbsR b3753 JW3732	Escherichia coli (strain K12)	330		b3753 JW3732	rbsR		
P0ACR9	reviewed	MPRA_ECOLI	Transcriptional repressor MprA (Protein EmrR)	mprA emrR b2684 JW2659	Escherichia coli (strain K12)	176		b2684 JW2659	mprA	emrR	
P0ACS2	reviewed	SOXR_ECOLI	Redox-sensitive transcriptional activator SoxR	soxR marC b4063 JW4024	Escherichia coli (strain K12)	154		b4063 JW4024	soxR	marC	
P0ACS5	reviewed	ZNTR_ECOLI	HTH-type transcriptional regulator ZntR (Zn(II)-responsive regulator of zntA)	zntR yhdM b3292 JW3254	Escherichia coli (strain K12)	141		b3292 JW3254	zntR	yhdM	
P0ACS9	reviewed	ACRR_ECOLI	HTH-type transcriptional regulator AcrR (Potential acrAB operon repressor)	acrR ybaH b0464 JW0453	Escherichia coli (strain K12)	215		b0464 JW0453	acrR	ybaH	
P0ACU0	reviewed	CECR_ECOLI	HTH-type transcriptional dual regulator CecR (Regulator of cefoperazone and chloramphenicol sensitivity)	cecR ybiH b0796 JW0780	Escherichia coli (strain K12)	223		b0796 JW0780	cecR	ybiH	
P0ACU2	reviewed	RUTR_ECOLI	HTH-type transcriptional regulator RutR (Rut operon repressor)	rutR ycdC b1013 JW0998	Escherichia coli (strain K12)	212		b1013 JW0998	rutR	ycdC	
P0ACU5	reviewed	FABR_ECOLI	HTH-type transcriptional repressor FabR	fabR yijC b3963 JW3935	Escherichia coli (strain K12)	234		b3963 JW3935	fabR	yijC	
P0ACV2	reviewed	LPXP_ECOLI	Lipid A biosynthesis palmitoleoyltransferase (EC 2.3.1.242) (Kdo(2)-lipid IV(A) palmitoleoyltransferase)	lpxP ddg b2378 JW2375	Escherichia coli (strain K12)	306		b2378 JW2375	lpxP	ddg	2.3.1.242
P0ACV4	reviewed	LAPA_ECOLI	Lipopolysaccharide assembly protein A	lapA yciS b1279 JW1271	Escherichia coli (strain K12)	102		b1279 JW1271	lapA	yciS	
P0ACZ4	reviewed	EVGA_ECOLI	DNA-binding transcriptional activator EvgA	evgA b2369 JW2366	Escherichia coli (strain K12)	204		b2369 JW2366	evgA		
P0ACZ8	reviewed	CUSR_ECOLI	Transcriptional regulatory protein CusR	cusR ylcA b0571 JW0560	Escherichia coli (strain K12)	227		b0571 JW0560	cusR	ylcA	
P0AD01	reviewed	DCUR_ECOLI	Transcriptional regulatory protein DcuR	dcuR yjdG b4124 JW4085	Escherichia coli (strain K12)	239		b4124 JW4085	dcuR	yjdG	
P0AD42	reviewed	PGPC_ECOLI	Phosphatidylglycerophosphatase C (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase C) (PGP phosphatase C)	pgpC yfhB b2560 JW5408	Escherichia coli (strain K12)	211		b2560 JW5408	pgpC	yfhB	3.1.3.27
P0AD89	reviewed	LPTN_ECOLI	Tryptophanase operon leader peptide (TnaC)	tnaC tnaL b3707 JW3685	Escherichia coli (strain K12)	24		b3707 JW3685	tnaC	tnaL	
P0AD96	reviewed	LIVJ_ECOLI	Leu/Ile/Val-binding protein (LIV-BP)	livJ b3460 JW3425	Escherichia coli (strain K12)	367		b3460 JW3425	livJ		
P0ADA3	reviewed	NLPD_ECOLI	Murein hydrolase activator NlpD	nlpD b2742 JW2712	Escherichia coli (strain K12)	379		b2742 JW2712	nlpD		
P0ADC3	reviewed	LOLC_ECOLI	Lipoprotein-releasing system transmembrane protein LolC	lolC ycfU b1116 JW5161	Escherichia coli (strain K12)	399		b1116 JW5161	lolC	ycfU	
P0ADC6	reviewed	LPTG_ECOLI	Lipopolysaccharide export system permease protein LptG	lptG yjgQ b4262 JW5760	Escherichia coli (strain K12)	360		b4262 JW5760	lptG	yjgQ	
P0ADD2	reviewed	YJJB_ECOLI	Probable succinate transporter subunit YjjB	yjjB b4363 JW4327	Escherichia coli (strain K12)	157		b4363 JW4327	yjjB		
P0ADD5	reviewed	YJJP_ECOLI	Probable succinate transporter subunit YjjP	yjjP b4364 JW5796	Escherichia coli (strain K12)	256		b4364 JW5796	yjjP		
P0ADE6	reviewed	KBP_ECOLI	Potassium binding protein Kbp (K(+) binding protein Kbp)	kbp ygaU yzzM b2665 JW2640	Escherichia coli (strain K12)	149		b2665 JW2640	kbp	ygaU yzzM	
P0ADF6	reviewed	EDD_ECOLI	Phosphogluconate dehydratase (EC 4.2.1.12) (6-phosphogluconate dehydratase) (Entner-Doudoroff dehydrase)	edd b1851 JW1840	Escherichia coli (strain K12)	603		b1851 JW1840	edd		4.2.1.12
P0ADF8	reviewed	ILVN_ECOLI	Acetolactate synthase isozyme 1 small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase I small subunit) (AHAS-I) (ALS-I)	ilvN b3670 JW3645	Escherichia coli (strain K12)	96		b3670 JW3645	ilvN		2.2.1.6
P0ADG1	reviewed	ILVM_ECOLI	Acetolactate synthase isozyme 2 small subunit (EC 2.2.1.6) (ALS-II) (Acetohydroxy-acid synthase II small subunit) (AHAS-II)	ilvM b3769 JW3742	Escherichia coli (strain K12)	87		b3769 JW3742	ilvM		2.2.1.6
P0ADN6	reviewed	LPTM_ECOLI	LPS-assembly lipoprotein LptM (LptD oxidative maturation-associated lipoprotein)	lptM yifL b4558 JW3781	Escherichia coli (strain K12)	67		b4558 JW3781	lptM	yifL	
P0ADP5	reviewed	BIOP_ECOLI	Biotin transporter (Plasmamembrane biotin transport protein)	bioP yigM b3827 JW3803	Escherichia coli (strain K12)	299		b3827 JW3803	bioP	yigM	
P0ADP7	reviewed	UBIJ_ECOLI	Ubiquinone biosynthesis accessory factor UbiJ	ubiJ yigP b3834 JW3811	Escherichia coli (strain K12)	201		b3834 JW3811	ubiJ	yigP	
P0ADR6	reviewed	RLMM_ECOLI	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)	rlmM ygdE b2806 JW2777	Escherichia coli (strain K12)	366		b2806 JW2777	rlmM	ygdE	2.1.1.186
P0ADU2	reviewed	YGIN_ECOLI	Probable quinol monooxygenase YgiN (QuMo) (EC 1.-.-.-)	ygiN b3029 JW2997	Escherichia coli (strain K12)	104		b3029 JW2997	ygiN		1.-.-.-
P0ADV7	reviewed	MLAC_ECOLI	Intermembrane phospholipid transport system binding protein MlaC	mlaC yrbC b3192 JW3159	Escherichia coli (strain K12)	211		b3192 JW3159	mlaC	yrbC	
P0ADW3	reviewed	ZAPG_ECOLI	Z-ring associated protein G (Cell division protein ZapG) (LPS assembly protein LapD)	zapG lapD yhcB b3233 JW5539	Escherichia coli (strain K12)	132		b3233 JW5539	zapG	lapD yhcB	
P0ADZ7	reviewed	YAJC_ECOLI	Sec translocon accessory complex subunit YajC	yajC b0407 JW0397	Escherichia coli (strain K12)	110		b0407 JW0397	yajC		
P0AE16	reviewed	AMPG_ECOLI	Anhydromuropeptide permease (AmpG permease) (Muropeptide:H(+) symporter)	ampG b0433 JW0423	Escherichia coli (strain K12)	491		b0433 JW0423	ampG		
P0AE76	reviewed	COBU_ECOLI	Bifunctional adenosylcobalamin biosynthesis protein CobU (Adenosylcobinamide kinase) (EC 2.7.1.156) (Adenosylcobinamide-phosphate guanylyltransferase) (EC 2.7.7.62)	cobU b1993 JW1971	Escherichia coli (strain K12)	181		b1993 JW1971	cobU		2.7.1.156; 2.7.7.62
P0AEA2	reviewed	CSGG_ECOLI	Curli production assembly/transport component CsgG	csgG b1037 JW1020	Escherichia coli (strain K12)	277		b1037 JW1020	csgG		
P0AEA5	reviewed	CYOE_ECOLI	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	cyoE b0428 JW0418	Escherichia coli (strain K12)	296		b0428 JW0418	cyoE		2.5.1.141
P0AEB5	reviewed	YNAI_ECOLI	Low conductance mechanosensitive channel YnaI	ynaI b1330 JW1323	Escherichia coli (strain K12)	343		b1330 JW1323	ynaI		
P0AED0	reviewed	USPA_ECOLI	Universal stress protein A	uspA b3495 JW3462	Escherichia coli (strain K12)	144		b3495 JW3462	uspA		
P0AED5	reviewed	UVRY_ECOLI	Response regulator UvrY	uvrY yecB b1914 JW1899	Escherichia coli (strain K12)	218		b1914 JW1899	uvrY	yecB	
P0AEF4	reviewed	DPIA_ECOLI	Transcriptional regulatory protein DpiA (Destabilizer of plasmid inheritance)	dpiA citB criR mpdA b0620 JW0612	Escherichia coli (strain K12)	226		b0620 JW0612	dpiA	citB criR mpdA	
P0AEH5	reviewed	ELAB_ECOLI	Protein ElaB	elaB yfbD b2266 JW2261	Escherichia coli (strain K12)	101		b2266 JW2261	elaB	yfbD	
P0AEI4	reviewed	RIMO_ECOLI	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate(89)-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO yliG b0835 JW0819	Escherichia coli (strain K12)	441		b0835 JW0819	rimO	yliG	2.8.4.4
P0AEI6	reviewed	NUDJ_ECOLI	Phosphatase NudJ (EC 3.6.1.-)	nudJ ymfB b1134 JW1120	Escherichia coli (strain K12)	153		b1134 JW1120	nudJ	ymfB	3.6.1.-
P0AEJ8	reviewed	EUTN_ECOLI	Bacterial microcompartment shell vertex protein EutN (Ethanolamine catabolic microcompartment shell protein EutN) (Ethanolamine utilization protein EutN)	eutN cchB yffY b2456 JW2440	Escherichia coli (strain K12)	95		b2456 JW2440	eutN	cchB yffY	
P0AER3	reviewed	GLTJ_ECOLI	Glutamate/aspartate import permease protein GltJ	gltJ b0654 JW0649	Escherichia coli (strain K12)	246		b0654 JW0649	gltJ		
P0AER5	reviewed	GLTK_ECOLI	Glutamate/aspartate import permease protein GltK	gltK b0653 JW0648	Escherichia coli (strain K12)	224		b0653 JW0648	gltK		
P0AER8	reviewed	GLTS_ECOLI	Sodium/glutamate symporter (Glutamate permease)	gltS gltC b3653 JW3628	Escherichia coli (strain K12)	401		b3653 JW3628	gltS	gltC	
P0AEU0	reviewed	HISJ_ECOLI	Histidine-binding periplasmic protein (HBP)	hisJ b2309 JW2306	Escherichia coli (strain K12)	260		b2309 JW2306	hisJ		
P0AEZ7	reviewed	MLTD_ECOLI	Membrane-bound lytic murein transglycosylase D (EC 4.2.2.n1) (Murein hydrolase D) (Regulatory protein DniR)	mltD dniR yafG b0211 JW5018	Escherichia coli (strain K12)	452		b0211 JW5018	mltD	dniR yafG	4.2.2.n1
P0AEZ9	reviewed	MOAB_ECOLI	Molybdenum cofactor biosynthesis protein B	moaB chlA2 b0782 JW0765	Escherichia coli (strain K12)	170		b0782 JW0765	moaB	chlA2	
P0AF03	reviewed	MOG_ECOLI	Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75)	mog chlG mogA yaaG b0009 JW0008	Escherichia coli (strain K12)	195		b0009 JW0008	mog	chlG mogA yaaG	2.7.7.75
P0AF26	reviewed	NARJ_ECOLI	Nitrate reductase molybdenum cofactor assembly chaperone NarJ (Redox enzyme maturation protein NarJ)	narJ b1226 JW1217	Escherichia coli (strain K12)	236		b1226 JW1217	narJ		
P0AF98	reviewed	LPTF_ECOLI	Lipopolysaccharide export system permease protein LptF	lptF yjgP b4261 JW4218	Escherichia coli (strain K12)	366		b4261 JW4218	lptF	yjgP	
P0AFA9	reviewed	NIKC_ECOLI	Nickel transport system permease protein NikC	nikC b3478 JW3443	Escherichia coli (strain K12)	277		b3478 JW3443	nikC		
P0AFG0	reviewed	NUSG_ECOLI	Transcription termination/antitermination protein NusG	nusG b3982 JW3945	Escherichia coli (strain K12)	181		b3982 JW3945	nusG		
P0AFH0	reviewed	OGT_ECOLI	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	ogt b1335 JW1329	Escherichia coli (strain K12)	171		b1335 JW1329	ogt		2.1.1.63
P0AFH2	reviewed	OPPB_ECOLI	Oligopeptide transport system permease protein OppB	oppB b1244 JW1236	Escherichia coli (strain K12)	306		b1244 JW1236	oppB		
P0AFH6	reviewed	OPPC_ECOLI	Oligopeptide transport system permease protein OppC	oppC b1245 JW1237	Escherichia coli (strain K12)	302		b1245 JW1237	oppC		
P0AFJ5	reviewed	PHOB_ECOLI	Phosphate regulon transcriptional regulatory protein PhoB	phoB b0399 JW0389	Escherichia coli (strain K12)	229		b0399 JW0389	phoB		
P0AFK4	reviewed	POTB_ECOLI	Spermidine/putrescine transport system permease protein PotB	potB b1125 JW1111	Escherichia coli (strain K12)	275		b1125 JW1111	potB		
P0AFK6	reviewed	POTC_ECOLI	Spermidine/putrescine transport system permease protein PotC	potC b1124 JW1110	Escherichia coli (strain K12)	264		b1124 JW1110	potC		
P0AFK9	reviewed	POTD_ECOLI	Spermidine/putrescine-binding periplasmic protein (SPBP)	potD b1123 JW1109	Escherichia coli (strain K12)	348		b1123 JW1109	potD		
P0AFL1	reviewed	POTI_ECOLI	Putrescine transport system permease protein PotI	potI b0857 JW0841	Escherichia coli (strain K12)	281		b0857 JW0841	potI		
P0AFL9	reviewed	PQIA_ECOLI	Intermembrane transport protein PqiA (Paraquat-inducible protein A)	pqiA pqi5A b0950 JW0933	Escherichia coli (strain K12)	417		b0950 JW0933	pqiA	pqi5A	
P0AFN2	reviewed	PSPC_ECOLI	Phage shock protein C	pspC b1306 JW1299	Escherichia coli (strain K12)	119		b1306 JW1299	pspC		
P0AFP2	reviewed	ATL_ECOLI	DNA base-flipping protein (Alkyltransferase-like protein ATL)	atl ybaZ b0454 JW0444	Escherichia coli (strain K12)	129		b0454 JW0444	atl	ybaZ	
P0AFP9	reviewed	YBHR_ECOLI	Probable multidrug ABC transporter permease YbhR	ybhR b0792 JW5803	Escherichia coli (strain K12)	368		b0792 JW5803	ybhR		
P0AFQ2	reviewed	YBHS_ECOLI	Probable multidrug ABC transporter permease YbhS	ybhS b0793 JW0777	Escherichia coli (strain K12)	377		b0793 JW0777	ybhS		
P0AFR9	reviewed	YDCV_ECOLI	Inner membrane ABC transporter permease protein YdcV	ydcV b1443 JW1438	Escherichia coli (strain K12)	264		b1443 JW1438	ydcV		
P0AFS5	reviewed	TQSA_ECOLI	AI-2 transport protein TqsA (Transport of quorum-sensing signal protein)	tqsA ydgG b1601 JW1593	Escherichia coli (strain K12)	344		b1601 JW1593	tqsA	ydgG	
P0AFT5	reviewed	BTSR_ECOLI	Transcriptional regulatory protein BtsR	btsR yehT b2125 JW5352	Escherichia coli (strain K12)	239		b2125 JW5352	btsR	yehT	
P0AFU8	reviewed	RISA_ECOLI	Riboflavin synthase (RS) (EC 2.5.1.9)	ribC ribE b1662 JW1654	Escherichia coli (strain K12)	213		b1662 JW1654	ribC	ribE	2.5.1.9
P0AFW4	reviewed	RNK_ECOLI	Regulator of nucleoside diphosphate kinase	rnk b0610 JW0602	Escherichia coli (strain K12)	136		b0610 JW0602	rnk		
P0AFX4	reviewed	RSD_ECOLI	Regulator of sigma D	rsd b3995 JW3959	Escherichia coli (strain K12)	158		b3995 JW3959	rsd		
P0AFZ7	reviewed	TRKH_ECOLI	Trk system potassium uptake protein TrkH	trkH b3849 JW5576	Escherichia coli (strain K12)	483		b3849 JW5576	trkH		
P0AG00	reviewed	WZZE_ECOLI	ECA polysaccharide chain length modulation protein	wzzE wzz yifC b3785 JW5601	Escherichia coli (strain K12)	348		b3785 JW5601	wzzE	wzz yifC	
P0AG03	reviewed	UBIX_ECOLI	Flavin prenyltransferase UbiX (EC 2.5.1.129)	ubiX dedF b2311 JW2308	Escherichia coli (strain K12)	189		b2311 JW2308	ubiX	dedF	2.5.1.129
P0AG40	reviewed	RIBF_ECOLI	Bifunctional riboflavin kinase/FMN adenylyltransferase (Riboflavin biosynthesis protein RibF) [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	ribF yaaC b0025 JW0023	Escherichia coli (strain K12)	313		b0025 JW0023	ribF	yaaC	2.7.1.26; 2.7.7.2
P0AG44	reviewed	RL17_ECOLI	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	rplQ b3294 JW3256	Escherichia coli (strain K12)	127		b3294 JW3256	rplQ		
P0AG48	reviewed	RL21_ECOLI	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	rplU b3186 JW3153	Escherichia coli (strain K12)	103		b3186 JW3153	rplU		
P0AG51	reviewed	RL30_ECOLI	Large ribosomal subunit protein uL30 (50S ribosomal protein L30)	rpmD b3302 JW3264	Escherichia coli (strain K12)	59		b3302 JW3264	rpmD		
P0AG76	reviewed	SBCD_ECOLI	Nuclease SbcCD subunit D	sbcD yajA b0398 JW0388	Escherichia coli (strain K12)	400		b0398 JW0388	sbcD	yajA	
P0AG78	reviewed	SUBI_ECOLI	Sulfate-binding protein (Sulfate starvation-induced protein 2) (SSI2)	sbp b3917 JW3888	Escherichia coli (strain K12)	329		b3917 JW3888	sbp		
P0AG82	reviewed	PSTS_ECOLI	Phosphate-binding protein PstS (PBP)	pstS phoS b3728 JW3706	Escherichia coli (strain K12)	346		b3728 JW3706	pstS	phoS	
P0AGA6	reviewed	UHPA_ECOLI	Transcriptional regulatory protein UhpA	uhpA b3669 JW3644	Escherichia coli (strain K12)	196		b3669 JW3644	uhpA		
P0AGC5	reviewed	MLTF_ECOLI	Membrane-bound lytic murein transglycosylase F (EC 4.2.2.n1) (Murein lyase F)	mltF yfhD b2558 JW2542	Escherichia coli (strain K12)	518		b2558 JW2542	mltF	yfhD	4.2.2.n1
P0AGG4	reviewed	THIO2_ECOLI	Thioredoxin 2 (Trx-2) (EC 1.8.1.8) (Protein-disulfide reductase)	trxC yfiG b2582 JW2566	Escherichia coli (strain K12)	139		b2582 JW2566	trxC	yfiG	1.8.1.8
P0AGH3	reviewed	SAPB_ECOLI	Putrescine export system permease protein SapB	sapB b1293 JW1286	Escherichia coli (strain K12)	321		b1293 JW1286	sapB		
P0AGH5	reviewed	SAPC_ECOLI	Putrescine export system permease protein SapC	sapC b1292 JW1285	Escherichia coli (strain K12)	296		b1292 JW1285	sapC		
P0AGJ7	reviewed	TRML_ECOLI	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	trmL yibK b3606 JW3581	Escherichia coli (strain K12)	157		b3606 JW3581	trmL	yibK	2.1.1.207
P0AGK8	reviewed	ISCR_ECOLI	HTH-type transcriptional regulator IscR	iscR yfhP b2531 JW2515	Escherichia coli (strain K12)	162		b2531 JW2515	iscR	yfhP	
P0AGL2	reviewed	TDCF_ECOLI	Putative reactive intermediate deaminase TdcF (EC 3.5.4.-)	tdcF yhaR b3113 JW5521	Escherichia coli (strain K12)	129		b3113 JW5521	tdcF	yhaR	3.5.4.-
P0AGL5	reviewed	RATA_ECOLI	Ribosome association toxin RatA (Toxin RatA)	ratA pasT yfjG b2619 JW2600	Escherichia coli (strain K12)	158		b2619 JW2600	ratA	pasT yfjG	
P0AGL7	reviewed	RSME_ECOLI	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193) (16S rRNA m3U1498 methyltransferase)	rsmE yggJ b2946 JW2913	Escherichia coli (strain K12)	243		b2946 JW2913	rsmE	yggJ	2.1.1.193
P0AGM9	reviewed	XANP_ECOLI	Xanthine permease XanP	xanP yicE b3654 JW3629	Escherichia coli (strain K12)	463		b3654 JW3629	xanP	yicE	
P0C066	reviewed	MLTC_ECOLI	Membrane-bound lytic murein transglycosylase C (EC 4.2.2.n1) (Murein lyase C)	mltC yggZ b2963 JW5481	Escherichia coli (strain K12)	359		b2963 JW5481	mltC	yggZ	4.2.2.n1
P0C0L9	reviewed	ISCX_ECOLI	Protein IscX	iscX yfhJ b2524 JW2508	Escherichia coli (strain K12)	66		b2524 JW2508	iscX	yfhJ	
P0C0U4	reviewed	RIMK_ECOLI	Ribosomal protein bS6--L-glutamate ligase (EC 6.3.2.-) (Polyglutamate synthase) (Ribosomal protein bS6 modification protein)	rimK b0852 JW0836	Escherichia coli (strain K12)	300		b0852 JW0836	rimK		6.3.2.-
P0C8J6	reviewed	GATY_ECOLI	D-tagatose-1,6-bisphosphate aldolase subunit GatY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	gatY yegF b2096 JW5343	Escherichia coli (strain K12)	284		b2096 JW5343	gatY	yegF	4.1.2.40
