Gene Ontology (GO),NAME
dihydrolipoyl dehydrogenase activity [GO:0004148],YFL018C
dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742],YGR193C;YNL071W
dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149],YDR148C
dihydroneopterin aldolase activity [GO:0004150],YNL256W
dihydroorotase activity [GO:0004151],YJL130C;YJR109C;YLR420W
dihydroorotate dehydrogenase (fumarate) activity [GO:1990663],YKL216W
dihydroorotate dehydrogenase activity [GO:0004152],YKL216W
dihydropteroate synthase activity [GO:0004156],YNL256W
dihydrosphingosine-1-phosphate phosphatase activity [GO:0070780],YJL134W;YKR053C
dihydroxy-acid dehydratase activity [GO:0004160],YJR016C
dimethylallyl diphosphate biosynthetic process [GO:0050992],YPL117C
dimethylallyltranstransferase activity [GO:0004161],YJL167W;YPL069C
dipeptidase activity [GO:0016805],YBR281C
dipeptide import across plasma membrane [GO:0140206],YKR093W
dipeptide transmembrane transporter activity [GO:0071916],YJR152W;YKR093W
dipeptide transport [GO:0042938],YJR152W;YKR093W
diphosphoinositol polyphosphate metabolic process [GO:0071543],YOR163W
diphosphoinositol-pentakisphosphate kinase activity [GO:0033857],YLR410W
diphosphoinositol-polyphosphate diphosphatase activity [GO:0008486],YOR163W
diphosphomevalonate decarboxylase activity [GO:0004163],YNR043W
diphthine synthase activity [GO:0004164],YLR172C
diphthine-ammonia ligase activity [GO:0017178],YLR143W
disaccharide catabolic process [GO:0046352],YGR287C;YGR289C;YIL172C;YJL216C;YJL221C;YOL157C
disulfide oxidoreductase activity [GO:0015036],YCR083W;YDR098C;YDR513W;YER174C;YGR209C;YLR043C;YPL059W
"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052926]",YNL219C
"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052918]",YNL219C
dolichol biosynthetic process [GO:0019408],YBR002C;YMR101C
dolichol kinase activity [GO:0004168],YMR013C
dolichol metabolic process [GO:0019348],YPR183W
dolichol-linked oligosaccharide biosynthetic process [GO:0006488],YBR070C;YBR243C;YGL047W;YGR227W;YNL219C;YNR030W;YPR183W
dolichyl monophosphate biosynthetic process [GO:0043048],YMR013C
"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042283]",YOR067C
"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]",YGR227W
"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]",YOR002W
"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase [GO:0052917]",YNR030W
dolichyl-phosphate beta-D-mannosyltransferase activity [GO:0004582],YPR183W
dolichyl-phosphate beta-glucosyltransferase activity [GO:0004581],YPL227C
dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity [GO:0004583],YGR227W
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex [GO:0097582],YAL023C;YDL095W
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex [GO:0097583],YDL095W;YOR321W
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt4p homodimer complex [GO:0097586],YJR143C
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex [GO:0097584],YAL023C;YDL093W
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex [GO:0097585],YDL093W;YOR321W
dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169],YAL023C;YDL093W;YDL095W;YJR143C;YOR321W
dolichyldiphosphatase activity [GO:0047874],YGR036C
double-strand break repair [GO:0006302],YPL262W
double-strand break repair via nonhomologous end joining [GO:0006303],YDL042C
double-stranded DNA binding [GO:0003690],YLR304C;YLR355C
double-stranded RNA binding [GO:0003725],YGL169W
early endosome [GO:0005769],YDR456W;YJR040W
eisosome [GO:0032126],YBR021W;YEL063C;YGL008C;YNL268W
electron transfer activity [GO:0009055],YEL039C;YGL055W;YHR042W;YJL045W;YJR048W;YKL141W;YKL148C;YLL041C;YPL252C
electron transport chain [GO:0022900],YPL252C
electron transport coupled proton transport [GO:0015990],Q0045
endochitinase activity [GO:0008843],YLR286C
endocytic recycling [GO:0032456],YAL026C;YMR162C
endocytosis [GO:0006897],YAL026C;YCR028C;YDR093W;YEL027W;YIL002C;YIL048W;YLR240W;YNL106C;YNL267W;YOR109W
endomembrane system [GO:0012505],YBR042C
endonuclease activity [GO:0004519],YDL185W
endoplasmic reticulum [GO:0005783],YAL023C;YAL026C;YAL054C;YBL011W;YBR002C;YBR004C;YBR023C;YBR029C;YBR036C;YBR041W;YBR042C;YBR058C-A;YBR068C;YBR069C;YBR092C;YBR110W;YBR132C;YBR159W;YBR183W;YBR204C;YBR229C;YBR243C;YBR265W;YBR293W;YBR296C;YCL025C;YCL052C;YCL069W;YCR011C;YCR034W;YCR048W;YCR068W;YDL015C;YDL052C;YDL093W;YDL095W;YDL100C;YDR046C;YDR062W;YDR093W;YDR196C;YDR236C;YDR294C;YDR302W;YDR402C;YDR410C;YDR437W;YDR456W;YDR508C;YEL004W;YEL031W;YEL063C;YEL069C;YER015W;YER019W;YFL017C;YFL055W;YGL001C;YGL012W;YGL047W;YGL055W;YGL065C;YGL077C;YGL084C;YGL142C;YGL167C;YGL255W;YGR036C;YGR038W;YGR121C;YGR157W;YGR175C;YGR177C;YGR191W;YGR216C;YGR227W;YHL003C;YHL016C;YHR007C;YHR123W;YHR190W;YIL009W;YIL023C;YIL124W;YIR038C;YJL012C;YJL091C;YJL097W;YJL134W;YJL139C;YJL167W;YJL196C;YJR013W;YJR040W;YJR051W;YJR073C;YJR131W;YJR143C;YKL004W;YKL008C;YKL094W;YKL165C;YKL174C;YKL212W;YKR039W;YKR053C;YKR067W;YLL015W;YLL031C;YLL048C;YLL061W;YLR047C;YLR056W;YLR057W;YLR100W;YLR130C;YLR138W;YLR155C;YLR286C;YLR350W;YLR372W;YLR450W;YML008C;YML059C;YML075C;YML123C;YML125C;YMR008C;YMR013C;YMR015C;YMR058W;YMR101C;YMR110C;YMR162C;YMR202W;YMR246W;YMR251W;YMR272C;YMR281W;YMR296C;YMR298W;YMR306W;YNL029C;YNL130C;YNL219C;YNL270C;YNL280C;YNR008W;YNR019W;YNR030W;YNR056C;YOL020W;YOL065C;YOL092W;YOR002W;YOR067C;YOR149C;YOR171C;YOR175C;YOR241W;YOR245C;YOR285W;YOR311C;YOR317W;YOR321W;YOR377W;YPL076W;YPL087W;YPL092W;YPL096C-A;YPL175W;YPL189W;YPL244C;YPL274W;YPR003C;YPR113W;YPR138C;YPR139C;YPR165W;YPR183W;YPR192W
endoplasmic reticulum lumen [GO:0005788],YBR229C;YLR056W
endoplasmic reticulum membrane [GO:0005789],YAL023C;YBL011W;YBR002C;YBR004C;YBR029C;YBR036C;YBR058C-A;YBR070C;YBR110W;YBR132C;YBR159W;YBR183W;YBR265W;YCL052C;YCR011C;YCR034W;YCR048W;YDL015C;YDL093W;YDL095W;YDL100C;YDR294C;YDR297W;YDR302W;YDR410C;YDR437W;YEL004W;YEL031W;YER019W;YER026C;YGL001C;YGL012W;YGL027C;YGL038C;YGL055W;YGL065C;YGL084C;YGL142C;YGL225W;YGR036C;YGR038W;YGR060W;YGR106C;YGR157W;YGR175C;YGR177C;YGR216C;YGR227W;YHL003C;YHR007C;YHR042W;YHR072W;YHR190W;YIL023C;YIR038C;YJL005W;YJL012C;YJL091C;YJL097W;YJL134W;YJL196C;YJR013W;YJR073C;YJR131W;YJR143C;YKL008C;YKL165C;YKL212W;YKR039W;YKR053C;YKR067W;YLL031C;YLL052C;YLR056W;YLR057W;YLR100W;YLR350W;YLR372W;YLR450W;YML059C;YML075C;YML125C;YMR013C;YMR015C;YMR165C;YMR202W;YMR272C;YMR281W;YMR296C;YMR298W;YNL038W;YNL048W;YNL130C;YNL169C;YNL219C;YNR008W;YNR016C;YNR019W;YNR030W;YOL065C;YOR002W;YOR067C;YOR149C;YOR171C;YOR175C;YOR245C;YOR311C;YOR321W;YOR377W;YPL076W;YPL087W;YPL096C-A;YPL175W;YPL189W;YPL227C;YPL244C;YPR003C;YPR113W;YPR139C;YPR159W;YPR170W-B;YPR183W;YPR192W
endoplasmic reticulum organization [GO:0007029],YMR293C
endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888],YBR002C;YGR209C;YLR043C
endoplasmic reticulum-Golgi intermediate compartment [GO:0005793],YFL017C
endopolyphosphatase activity [GO:0000298],YDR452W;YOR163W
endosomal lumen acidification [GO:0048388],YBR127C;YCL005W-A;YDL185W;YEL027W;YEL051W;YGR020C;YGR106C;YHR026W;YHR039C-A;YKL080W;YLR447C;YMR054W;YOR332W;YPL234C;YPR036W;YPR170W-B
endosome [GO:0005768],YCR075C;YFR021W;YGR170W;YIL048W;YJL100W;YJR040W;YKR031C;YKR039W;YLR240W;YLR360W;YMR110C
endosome membrane [GO:0010008],YAL026C;YBR097W;YCR075C;YDR456W;YEL063C;YFR019W;YFR021W;YGR170W;YIL048W;YJR040W;YLR240W;YLR360W;YLR386W;YMR054W;YMR110C;YMR162C;YPL120W;YPR165W
endosome organization [GO:0007032],YJL100W
engulfment of target by autophagosome [GO:0061736],YJL012C
enoyl-CoA hydratase activity [GO:0004300],YJL097W;YKR009C
enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318],YKL182W
"enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity [GO:0004319]",YKL182W
enoyl-[acyl-carrier-protein] reductase activity [GO:0016631],YBR026C
enzyme activator activity [GO:0008047],YBR058C-A;YDR373W;YNL054W
enzyme regulator activity [GO:0030234],YBR036C;YCL009C;YCR024C;YCR024C-A;YEL017C-A;YGL191W;YML100W;YMR261C
enzyme-directed rRNA pseudouridine synthesis [GO:0000455],YOL066C
epoxide hydrolase activity [GO:0004301],YNL045W
ergosterol O-acyltransferase activity [GO:0034737],YCR048W;YNR019W
ergosterol UDP-glucosyltransferase activity [GO:0051506],YLR189C
ergosterol biosynthetic process [GO:0006696],YGL001C;YGL012W;YGR060W;YGR175C;YHR007C;YHR042W;YHR072W;YHR190W;YJL167W;YKL150W;YLR056W;YLR100W;YLR450W;YML008C;YML075C;YML126C;YMR015C;YMR202W;YMR208W;YMR220W;YNL280C;YNR043W;YPL028W;YPL117C
ergosterol metabolic process [GO:0008204],YCR048W;YDR531W;YNR019W;YOL151W
establishment of protein-containing complex localization to telomere [GO:0097695],YDL042C
establishment or maintenance of cell polarity [GO:0007163],YDR093W
ethanol catabolic process [GO:0006068],YER073W;YPL061W
ethanol metabolic process [GO:0006067],YGR087C;YMR303C;YOR374W
ethanol oxidation [GO:0006069],YDL168W
ethanolamine kinase activity [GO:0004305],YDR147W;YLR133W
ethanolamine transmembrane transporter activity [GO:0034228],YGL077C
ethanolamine transport [GO:0034229],YGL077C
ethanolamine-phosphate cytidylyltransferase activity [GO:0004306],YGR007W
ethanolaminephosphotransferase activity [GO:0004307],YHR123W
eukaryotic 48S preinitiation complex [GO:0033290],YAL035W
exopolyphosphatase activity [GO:0004309],YDR452W;YHR201C
extracellular region [GO:0005576],YAR071W;YBR093C;YDR371W;YER065C;YGR282C;YIL162W;YJR153W;YLR155C;YLR157C;YLR158C;YLR160C;YLR286C;YLR300W;YMR006C;YMR008C;YNR067C;YOL011W;YOR190W;YPR121W
extracellular space [GO:0005615],YDR452W
extraction of mislocalized protein from ER membrane [GO:0140569],YEL031W
extrinsic component of membrane [GO:0019898],YFR021W
extrinsic component of mitochondrial inner membrane [GO:0031314],YBR003W;YDR204W;YGR255C;YHR100C;YML110C;YOL096C;YOR125C
farnesyl diphosphate biosynthetic process [GO:0045337],YJL167W;YPL069C;YPL117C
"farnesyl diphosphate biosynthetic process, mevalonate pathway [GO:0010142]",YML126C;YMR208W;YMR220W
farnesyl diphosphate metabolic process [GO:0045338],YHR190W
farnesyl-diphosphate farnesyltransferase activity [GO:0004310],YHR190W
farnesyltranstransferase activity [GO:0004311],YPL069C
fatty acid alpha-hydroxylase activity [GO:0080132],YMR272C
fatty acid beta-oxidation [GO:0006635],YDL078C;YER015W;YGL205W;YIL160C;YJR019C;YKL188C;YKR009C;YLR284C;YNL009W;YOR180C;YPL028W;YPL147W;YPR128C
fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540],YGL205W
fatty acid binding [GO:0005504],YGL205W
fatty acid biosynthetic process [GO:0006633],YBR026C;YER061C;YHR067W;YKL055C;YLR372W;YMR207C;YMR272C;YNR016C;YOR221C;YPL148C
fatty acid catabolic process [GO:0009062],YJR019C;YMR165C;YNL202W
fatty acid elongase activity [GO:0009922],YCR034W;YJL196C;YLR372W
fatty acid elongation [GO:0030497],YBR159W;YCR034W;YJL097W;YLR372W
"fatty acid elongation, monounsaturated fatty acid [GO:0034625]",YCR034W;YJL196C;YLR372W
"fatty acid elongation, polyunsaturated fatty acid [GO:0034626]",YCR034W;YJL196C;YLR372W
"fatty acid elongation, saturated fatty acid [GO:0019367]",YCR034W;YJL196C;YLR372W
"fatty acid elongation, unsaturated fatty acid [GO:0019368]",YJL196C
fatty acid metabolic process [GO:0006631],YAR035W;YBR026C;YBR222C;YER024W;YHR067W;YKL055C;YML042W;YMR272C;YNL202W;YOR100C;YOR221C
fatty acid oxidation [GO:0019395],YJR019C
fatty acid synthase activity [GO:0004312],YKL182W;YPL231W
fatty acid synthase complex [GO:0005835],YKL182W;YPL231W
fatty acid transmembrane transport [GO:1902001],YKL188C
fatty acid transport [GO:0015908],YPL147W
fatty-acyl-CoA synthase activity [GO:0004321],YKL182W;YPL231W
fatty-acyl-CoA transport [GO:0015916],YER015W;YKL188C;YPL147W
fermentation [GO:0006113],YGL256W
ferric iron binding [GO:0008199],YDL120W
ferric-chelate reductase (NADH) activity [GO:0140618],YLR047C
ferric-chelate reductase (NADPH) activity [GO:0052851],YKL220C;YLL051C;YLR214W;YNR060W;YOL152W;YOR381W;YOR384W
ferric-chelate reductase activity [GO:0000293],YKL220C;YLL051C;YLR047C;YLR214W;YNR060W;YOL152W;YOR381W;YOR384W
ferrochelatase activity [GO:0004325],YBR213W;YOR176W
ferrous iron binding [GO:0008198],YDL120W;YDR353W;YGR144W;YJL026W;YJR025C;YOR226C;YPL135W
ferrous iron transmembrane transporter activity [GO:0015093],YJL133W;YKR052C
ferroxidase activity [GO:0004322],YDL120W;YMR058W
ferulate catabolic process [GO:1901067],YDR539W
ferulate metabolic process [GO:0033494],YDR539W
filamentous growth [GO:0030447],YEL071W;YOL151W
flavin adenine dinucleotide binding [GO:0050660],YBL098W;YDL171C;YDL174C;YFL018C;YFR030W;YGL205W;YGR175C;YHR042W;YJL045W;YKL148C;YMR020W;YMR108W;YPL091W
flavin prenyltransferase activity [GO:0106141],YDR538W
folate import into mitochondrion [GO:1904947],YIL134W
folic acid biosynthetic process [GO:0046656],YBR034C;YBR084W;YGR267C;YMR289W;YNL256W;YNR033W
folic acid metabolic process [GO:0046655],YBR263W;YLR058C;YOR236W
folic acid transmembrane transporter activity [GO:0008517],YIL134W
folic acid-containing compound biosynthetic process [GO:0009396],YER183C;YGR267C;YKL132C;YKR080W;YMR113W
folic acid-containing compound metabolic process [GO:0006760],YGR204W
formaldehyde catabolic process [GO:0046294],YDL168W;YJL068C
formate catabolic process [GO:0042183],YOR388C
formate dehydrogenase (NAD+) activity [GO:0008863],YOR388C
formate-tetrahydrofolate ligase activity [GO:0004329],YBR084W;YGR204W
formation of cytoplasmic translation initiation complex [GO:0001732],YAL035W
fructan catabolic process [GO:0010147],YIL162W
fructokinase activity [GO:0008865],YCL040W;YDR516C;YFR053C;YGL253W;YLR446W
"fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]",YLR377C
"fructose 1,6-bisphosphate metabolic process [GO:0030388]",YGR240C;YLR377C;YMR205C
"fructose 2,6-bisphosphate metabolic process [GO:0006003]",YIL107C;YJL155C;YLR345W;YOL136C
fructose 6-phosphate metabolic process [GO:0006002],YGR240C;YKL104C;YLR377C;YMR084W;YMR205C
fructose import across plasma membrane [GO:1990539],YFR053C;YGL253W
fructose metabolic process [GO:0006000],YFR053C;YGL253W;YIL107C;YJL155C;YLR345W;YLR377C;YOL136C
fructose transmembrane transporter activity [GO:0005353],YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YMR011W;YNR072W;YOL156W
"fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]",YJL155C;YLR345W;YOL136C
"fructose-2,6-bisphosphate 6-phosphatase activity [GO:0047386]",YDR481C
fructose-6-phosphate binding [GO:0070095],YGR240C;YMR205C
fructose-bisphosphate aldolase activity [GO:0004332],YKL060C
fumarate hydratase activity [GO:0004333],YPL262W
fumarate metabolic process [GO:0006106],YPL262W
fumarate reductase (NADH) activity [GO:0016156],YEL047C;YJR051W
fumarate reductase (menaquinone) [GO:0102040],YJL045W;YKL148C;YLL041C
fumarate transport [GO:0015741],YJR095W
fungal-type cell wall [GO:0009277],YAR071W;YBR092C;YBR093C;YDL024C;YGR192C;YGR282C;YHR215W;YJL052W;YJR009C;YKL165C;YLR286C;YLR300W;YLR342W;YMR006C;YNR067C;YOR190W;YPR026W;YPR165W
fungal-type cell wall beta-glucan biosynthetic process [GO:0070880],YBR229C;YGL027C
fungal-type cell wall biogenesis [GO:0009272],YAL023C;YDL093W;YDL095W;YGL027C;YJR143C;YLR342W;YOR321W;YPR165W
fungal-type cell wall chitin biosynthetic process [GO:0034221],YBR023C;YEL004W;YEL058W;YKL104C;YMR084W
fungal-type cell wall organization [GO:0031505],YBL068W;YBR004C;YCL052C;YDR074W;YDR437W;YER099C;YGR143W;YGR216C;YGR282C;YHL011C;YJR013W;YJR104C;YKL181W;YLR300W;YNL038W;YOL061W;YPL053C;YPL076W;YPL096C-A;YPL175W;YPR159W
fungal-type cell wall polysaccharide biosynthetic process [GO:0051278],YGR032W;YLR342W;YMR306W
fungal-type vacuole [GO:0000324],YBL039C;YBL042C;YBR021W;YBR036C;YBR161W;YBR199W;YBR205W;YCR011C;YCR028C;YCR075C;YCR098C;YDR040C;YDR248C;YDR452W;YDR497C;YDR536W;YER060W-A;YER119C;YFL011W;YGL027C;YGL186C;YGR055W;YGR209C;YGR254W;YGR260W;YGR282C;YHL036W;YHR174W;YHR215W;YIL099W;YIL162W;YIL166C;YIR028W;YJL097W;YJL219W;YJR001W;YJR040W;YJR103W;YJR137C;YJR152W;YJR160C;YKL103C;YKL146W;YKL165C;YKL217W;YKL220C;YKR093W;YLL043W;YLL048C;YLL051C;YLR043C;YLR286C;YLR299W;YLR300W;YML123C;YMR011W;YMR058W;YMR243C;YMR251W;YMR319C;YNL065W;YNL101W;YNL129W;YNL275W;YNL318C;YNR072W;YOL011W;YOL103W;YOL122C;YOR099W;YOR190W;YOR192C;YOR270C;YOR316C;YOR381W;YPL053C;YPL057C;YPL234C;YPL265W;YPR026W
fungal-type vacuole lumen [GO:0000328],YKR039W;YPR026W
fungal-type vacuole membrane [GO:0000329],YAL022C;YBR041W;YBR097W;YBR127C;YBR128C;YBR132C;YBR147W;YBR205W;YBR235W;YBR241C;YBR293W;YCL005W-A;YCL038C;YCL069W;YCR011C;YCR028C;YDL185W;YDL210W;YDR105C;YDR135C;YDR284C;YDR352W;YDR387C;YDR452W;YDR456W;YDR481C;YDR483W;YDR497C;YEL017C-A;YEL027W;YEL051W;YER056C;YER119C;YFR019W;YFR021W;YGL006W;YGL156W;YGR020C;YGR106C;YGR138C;YHR026W;YHR039C-A;YJL012C;YJL097W;YJL100W;YJR001W;YKL080W;YKL146W;YLL015W;YLL028W;YLL048C;YLL051C;YLR047C;YLR240W;YLR360W;YLR386W;YLR447C;YMR054W;YMR088C;YMR243C;YNL054W;YNL101W;YNL325C;YNR013C;YOL065C;YOL075C;YOL092W;YOR099W;YOR270C;YOR273C;YOR316C;YOR332W;YPL057C;YPL087W;YPL120W;YPL234C;YPL265W;YPR036W;YPR156C;YPR165W;YPR170W-B
furaldehyde metabolic process [GO:0033859],YDL168W;YMR318C
galactokinase activity [GO:0004335],YBR020W;YDR009W
galactose catabolic process [GO:0019388],YHR104W;YKL127W;YMR105C
galactose catabolic process via UDP-galactose [GO:0033499],YBR018C;YBR019C;YBR020W
galactose metabolic process [GO:0006012],YBR020W;YDR009W;YLR081W
galactose transmembrane transport [GO:0015757],YLR081W
galactose transmembrane transporter activity [GO:0005354],YFL011W;YHR094C;YJL219W;YLR081W;YNL318C;YOL156W
gamma-aminobutyric acid catabolic process [GO:0009450],YBR006W;YGR019W
gamma-aminobutyric acid transport [GO:0015812],YDL210W;YOR348C
gamma-aminobutyric acid:proton symporter activity [GO:0015495],YDL210W
gamma-glutamylcyclotransferase activity [GO:0003839],YER163C
geranyl diphosphate biosynthetic process [GO:0033384],YJL167W;YPL069C
geranylgeranyl diphosphate biosynthetic process [GO:0033386],YPL069C
geranyltranstransferase activity [GO:0004337],YJL167W;YPL069C
global genome nucleotide-excision repair [GO:0070911],YDR440W
"glucan 1,3-alpha-glucosidase activity [GO:0033919]",YBR229C
"glucan 1,4-alpha-glucosidase activity [GO:0004339]",YIL099W
"glucan 1,4-alpha-maltotriohydrolase activity [GO:0033934]",YBR299W;YGR287C;YGR292W;YIL172C;YJL216C;YJL221C;YOL157C
glucan catabolic process [GO:0009251],YLR300W;YOR190W
"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]",YGR282C;YNR067C
"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group [GO:0052861]",YNR067C
"glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group [GO:0052862]",YNR067C
"glucan exo-1,3-beta-glucosidase activity [GO:0004338]",YGR282C;YLR300W;YOR190W
glucan metabolic process [GO:0044042],YLR300W
glucokinase activity [GO:0004340],YCL040W;YDR516C;YFR053C;YGL253W;YLR446W
gluconeogenesis [GO:0006094],YBR196C;YBR218C;YCR012W;YDR050C;YGL062W;YGR192C;YJL052W;YJR009C;YKL060C;YKL152C;YKR097W;YLR377C;YOL126C
gluconokinase activity [GO:0046316],YDR248C
glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343],YFL017C
glucosaminyl-phosphatidylinositol O-acyltransferase activity [GO:0032216],YJL091C
glucose 1-phosphate metabolic process [GO:0019255],YKL127W;YMR105C
glucose 6-phosphate metabolic process [GO:0051156],YBR196C;YCL040W;YDR516C;YFR053C;YGL253W;YKL127W;YLR446W;YMR105C
glucose binding [GO:0005536],YCL040W;YDR516C;YFR053C;YGL253W;YLR446W
glucose import [GO:0046323],YCL040W;YFR053C;YGL253W
glucose metabolic process [GO:0006006],YCL040W;YDR516C;YFR053C;YGL253W;YHR043C;YHR044C;YJL155C;YKL127W;YLR446W;YMR105C;YMR278W;YNL241C
glucose transmembrane transport [GO:1904659],YDR342C;YDR345C;YHR094C;YHR096C;YMR011W
glucose transmembrane transporter activity [GO:0005355],YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W
glucose-6-phosphate 1-epimerase activity [GO:0047938],YMR099C
glucose-6-phosphate dehydrogenase activity [GO:0004345],YNL241C
glucose-6-phosphate isomerase activity [GO:0004347],YBR196C
glucosidase II complex [GO:0017177],YBR229C
glucosidase activity [GO:0015926],YGR143W;YPR159W
glutamate 5-kinase activity [GO:0004349],YDR300C
glutamate N-acetyltransferase activity [GO:0004358],YMR062C
glutamate biosynthetic process [GO:0006537],YAL062W;YDL066W;YDL171C;YHR037W;YLR017W;YNL037C;YOR136W;YOR375C
glutamate catabolic process [GO:0006538],YDL215C;YMR250W
glutamate catabolic process to 2-oxoglutarate [GO:0019551],YDL215C
glutamate decarboxylase activity [GO:0004351],YMR250W
glutamate decarboxylation to succinate [GO:0006540],YBR006W
glutamate dehydrogenase (NAD+) activity [GO:0004352],YDL215C
glutamate dehydrogenase (NADP+) activity [GO:0004354],YAL062W;YOR375C
glutamate metabolic process [GO:0006536],YKL106W;YLR027C
glutamate synthase (NADH) activity [GO:0016040],YDL171C
glutamate-5-semialdehyde dehydrogenase activity [GO:0004350],YOR323C
glutamate-cysteine ligase activity [GO:0004357],YJL101C
