NAME,ENTRY,Gene Ontology (GO)
YGL027C,P53008,endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole [GO:0000324]; Glc3Man9GlcNAc2 oligosaccharide glucosidase activity [GO:0004573]; fungal-type cell wall beta-glucan biosynthetic process [GO:0070880]; fungal-type cell wall biogenesis [GO:0009272]; oligosaccharide metabolic process [GO:0009311]; protein N-linked glycosylation [GO:0006487]
YGL037C,P53184,"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; peroxisome [GO:0005777]; metal ion binding [GO:0046872]; nicotinamidase activity [GO:0008936]; negative regulation of DNA amplification [GO:1904524]; nicotinate nucleotide salvage [GO:0019358]; rDNA heterochromatin formation [GO:0000183]; subtelomeric heterochromatin formation [GO:0031509]"
YGL038C,P31755,"endoplasmic reticulum membrane [GO:0005789]; Golgi cis cisterna [GO:0000137]; mannan polymerase complex [GO:0000136]; alpha-1,6-mannosyltransferase activity [GO:0000009]; glycolipid 1,6-alpha-mannosyltransferase activity [GO:0033164]; protein N-linked glycosylation [GO:0006487]"
YGL040C,P05373,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; porphobilinogen synthase activity [GO:0004655]; zinc ion binding [GO:0008270]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]
YGL047W,P53178,cytoplasm [GO:0005737]; cytoplasmic side of Golgi membrane [GO:0098548]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; UDP-N-acetylglucosamine transferase complex [GO:0043541]; identical protein binding [GO:0042802]; N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity [GO:0004577]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]
YGL055W,P21147,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; stearoyl-CoA 9-desaturase activity [GO:0004768]; mitochondrion inheritance [GO:0000001]; unsaturated fatty acid biosynthetic process [GO:0006636]
YGL062W,P11154,cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pyruvate carboxylase activity [GO:0004736]; gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]
YGL063W,P53167,mitochondrion [GO:0005739]; nucleus [GO:0005634]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]
YGL065C,P43636,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; alpha-1,3-mannosyltransferase activity [GO:0000033]; alpha-1,6-mannosyltransferase activity [GO:0000009]; GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity [GO:0004378]; GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity [GO:0102704]; glycolipid 1,6-alpha-mannosyltransferase activity [GO:0033164]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein glycosylation [GO:0006486]"
YGL067W,P53164,cytoplasm [GO:0005737]; cytosol [GO:0005829]; peroxisome [GO:0005777]; metal ion binding [GO:0046872]; NAD+ diphosphatase activity [GO:0000210]; NADH pyrophosphatase activity [GO:0035529]; RNA NAD-cap (NMN-forming) hydrolase activity [GO:0110153]; NAD catabolic process [GO:0019677]; NADH metabolic process [GO:0006734]; NADP catabolic process [GO:0006742]
YGL077C,P19807,cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; (R)-carnitine transmembrane transporter activity [GO:1901235]; choline transmembrane transporter activity [GO:0015220]; ethanolamine transmembrane transporter activity [GO:0034228]; (R)-carnitine transport [GO:1900749]; amino acid transport [GO:0006865]; choline transport [GO:0015871]; ethanolamine transport [GO:0034229]; glycine betaine transport [GO:0031460]
YGL080W,P53157,inner mitochondrial membrane protein complex [GO:0098800]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; pyruvate transmembrane transporter activity [GO:0050833]; mitochondrial pyruvate transmembrane transport [GO:0006850]
YGL084C,P53154,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondrial membrane [GO:0031966]; plasma membrane [GO:0005886]; O-acyltransferase activity [GO:0008374]; glycerol catabolic process [GO:0019563]; glycerol transmembrane transport [GO:0015793]; GPI anchor biosynthetic process [GO:0006506]
YGL101W,P53144,cytoplasm [GO:0005737]; nucleus [GO:0005634]; 5'-deoxynucleotidase activity [GO:0002953]; GMP 5'-nucleotidase activity [GO:0050484]; metal ion binding [GO:0046872]; deoxyribonucleoside monophosphate catabolic process [GO:0009159]
YGL125W,P53128,mitochondrion [GO:0005739]; FAD binding [GO:0071949]; methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489]; methylenetetrahydrofolate reductase NADPH activity [GO:0106313]; methionine biosynthetic process [GO:0009086]; tetrahydrofolate interconversion [GO:0035999]
YGL142C,P30777,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; alpha-1,2-mannosyltransferase activity [GO:0000026]; GPI anchor biosynthetic process [GO:0006506]"
YGL148W,P28777,cytoplasm [GO:0005737]; cytosol [GO:0005829]; chorismate synthase activity [GO:0004107]; FMN binding [GO:0010181]; FMN reductase (NAD(P)H) activity [GO:0008752]; FMN reductase (NADPH) activity [GO:0052873]; riboflavin reductase (NADPH) activity [GO:0042602]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]
YGL154C,P50113,cytoplasm [GO:0005737]; cytosol [GO:0005829]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]; lysine biosynthetic process via aminoadipic acid [GO:0019878]
YGL156W,P22855,Cvt complex [GO:0034270]; fungal-type vacuole membrane [GO:0000329]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; mannose catabolic process [GO:0019309]; oligosaccharide catabolic process [GO:0009313]
YGL167C,P13586,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium ion binding [GO:0005509]; P-type calcium transporter activity [GO:0005388]; P-type manganese transporter activity [GO:0140613]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; intracellular calcium ion homeostasis [GO:0006874]; intracellular manganese ion homeostasis [GO:0030026]; macroautophagy [GO:0016236]; manganese ion transport [GO:0006828]
YGL169W,P32579,"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; nucleotidyltransferase activity [GO:0016779]; single-stranded telomeric DNA binding [GO:0043047]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; regulation of translational fidelity [GO:0006450]; telomere maintenance [GO:0000723]; tRNA threonylcarbamoyladenosine metabolic process [GO:0070525]; tRNA threonylcarbamoyladenosine modification [GO:0002949]"
YGL184C,P53101,cytoplasm [GO:0005737]; nucleus [GO:0005634]; peroxisome [GO:0005777]; carbon-sulfur lyase activity [GO:0016846]; cystathionine beta-lyase activity [GO:0004121]; cysteine-S-conjugate beta-lyase activity [GO:0047804]; pyridoxal phosphate binding [GO:0030170]; 'de novo' L-methionine biosynthetic process [GO:0071266]; methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]
YGL186C,P53099,fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; vitamin transmembrane transporter activity [GO:0090482]; vitamin transport [GO:0051180]
YGL187C,P04037,"mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; proton transmembrane transport [GO:1902600]"
YGL191W,P32799,"mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; enzyme regulator activity [GO:0030234]; oxidoreductase activity [GO:0016491]; aerobic respiration [GO:0009060]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial respirasome assembly [GO:0097250]; proton transmembrane transport [GO:1902600]"
YGL196W,P53095,D-serine ammonia-lyase activity [GO:0008721]; metal ion binding [GO:0046872]; D-serine catabolic process [GO:0036088]; D-serine metabolic process [GO:0070178]
YGL202W,P53090,cytoplasm [GO:0005737]; 2-aminoadipate transaminase activity [GO:0047536]; aromatic-amino-acid:2-oxoglutarate aminotransferase activity [GO:0008793]; L-phenylalanine:2-oxoglutarate aminotransferase activity [GO:0080130]; pyridoxal phosphate binding [GO:0030170]; aromatic amino acid family catabolic process [GO:0009074]; aromatic amino acid metabolic process [GO:0009072]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-phenylalanine biosynthetic process [GO:0009094]; lysine biosynthetic process via aminoadipic acid [GO:0019878]; tyrosine biosynthetic process [GO:0006571]
YGL205W,P13711,peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; lipid homeostasis [GO:0055088]
YGL224C,P53078,nucleotidase activity [GO:0008252]; nucleotide catabolic process [GO:0009166]; pyrimidine nucleobase metabolic process [GO:0006206]
YGL225W,P40107,cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; mitochondrion [GO:0005739]; antiporter activity [GO:0015297]; GDP-mannose transmembrane transporter activity [GO:0005458]; carbohydrate transport [GO:0008643]; GDP-mannose transmembrane transport [GO:1990570]
YGL234W,P07244,cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]; adenine biosynthetic process [GO:0046084]; purine nucleobase metabolic process [GO:0006144]; purine nucleotide biosynthetic process [GO:0006164]
YGL245W,P46655,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; methionyl glutamyl tRNA synthetase complex [GO:0017102]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; mRNA binding [GO:0003729]; glutamyl-tRNA aminoacylation [GO:0006424]; methionyl-tRNA aminoacylation [GO:0006431]
YGL248W,P22434,"3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; 3',5'-cyclic-GMP phosphodiesterase activity [GO:0047555]; cAMP catabolic process [GO:0006198]; negative regulation of glucose mediated signaling pathway [GO:1902660]"
YGL253W,P04807,cytosol [GO:0005829]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; mannokinase activity [GO:0019158]; carbohydrate phosphorylation [GO:0046835]; fructose import across plasma membrane [GO:1990539]; fructose metabolic process [GO:0006000]; glucose 6-phosphate metabolic process [GO:0051156]; glucose import [GO:0046323]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]; intracellular glucose homeostasis [GO:0001678]; mannose metabolic process [GO:0006013]; negative regulation of apoptotic signaling pathway [GO:2001234]; regulation of cell size [GO:0008361]; regulation of transcription by glucose [GO:0046015]
YGL255W,P32804,cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; high-affinity zinc transmembrane transporter activity [GO:0000006]; zinc ion import across plasma membrane [GO:0071578]
YGL256W,P10127,mitochondrion [GO:0005739]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]; amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]; fermentation [GO:0006113]
YGR007W,P33412,cytoplasm [GO:0005737]; nucleus [GO:0005634]; ethanolamine-phosphate cytidylyltransferase activity [GO:0004306]; phosphatidylethanolamine biosynthetic process [GO:0006646]
YGR010W,P53204,nucleus [GO:0005634]; ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; NAD biosynthetic process [GO:0009435]
YGR012W,P53206,cytoplasm [GO:0005737]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; cysteine synthase activity [GO:0004124]; cysteine biosynthetic process from serine [GO:0006535]
YGR015C,P53208,mitochondrion [GO:0005739]; acetyl-CoA hydrolase activity [GO:0003986]; C-acetyltransferase activity [GO:0016453]; carboxylic ester hydrolase activity [GO:0052689]; cellular lipid metabolic process [GO:0044255]
YGR019W,P17649,cytosol [GO:0005829]; mitochondrion [GO:0005739]; 4-aminobutyrate transaminase activity [GO:0003867]; 4-aminobutyrate:2-oxoglutarate transaminase activity [GO:0034386]; pyridoxal phosphate binding [GO:0030170]; gamma-aminobutyric acid catabolic process [GO:0009450]
YGR020C,P39111,"fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; endosomal lumen acidification [GO:0048388]; Golgi lumen acidification [GO:0061795]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]"
YGR032W,P40989,"1,3-beta-D-glucan synthase complex [GO:0000148]; cell periphery [GO:0071944]; cellular bud neck [GO:0005935]; membrane [GO:0016020]; plasma membrane [GO:0005886]; prospore membrane [GO:0005628]; 1,3-beta-D-glucan synthase activity [GO:0003843]; (1->3)-beta-D-glucan biosynthetic process [GO:0006075]; ascospore wall assembly [GO:0030476]; fungal-type cell wall polysaccharide biosynthetic process [GO:0051278]"
YGR036C,P53223,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; dolichyldiphosphatase activity [GO:0047874]; sphingosine-1-phosphate phosphatase activity [GO:0042392]; lipid biosynthetic process [GO:0008610]; phospholipid dephosphorylation [GO:0046839]; protein N-linked glycosylation [GO:0006487]
YGR038W,P53224,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; SPOTS complex [GO:0035339]; ceramide metabolic process [GO:0006672]; intracellular sphingolipid homeostasis [GO:0090156]; negative regulation of sphingolipid biosynthetic process [GO:0090155]; response to unfolded protein [GO:0006986]; sphingolipid biosynthetic process [GO:0030148]
YGR043C,P53228,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; transaldolase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; cellular response to oxidative stress [GO:0034599]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]"
YGR046W,P53230,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; phosphatidate cytidylyltransferase activity [GO:0004605]; cardiolipin biosynthetic process [GO:0032049]; CDP-diacylglycerol biosynthetic process [GO:0016024]
