Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
P30624	reviewed	LCF1_YEAST	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Fatty acid activator 1) (Fatty acyl-CoA synthetase) (ACS) (FACS) (Long-chain acyl-CoA synthetase 1)	FAA1 YOR317W O6136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	700	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; long-chain fatty acid import into cell [GO:0044539]; long-chain fatty acid metabolic process [GO:0001676]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; sphingoid long-chain base transport [GO:1905329]
P30656	reviewed	PSB5_YEAST	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain subunit PRE2) (Multicatalytic endopeptidase complex subunit PRE2) (Proteasome component PRE2) (Proteinase YSCE subunit PRE2)	PRE2 DOA3 PRG1 YPR103W P8283.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	287	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex, beta-subunit complex [GO:0019774]; endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome core complex assembly [GO:0080129]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
P30657	reviewed	PSB7_YEAST	Proteasome subunit beta type-7 (Macropain subunit PRE4) (Multicatalytic endopeptidase complex subunit PRE4) (Proteasome component PRE4) (Proteinase YSCE subunit PRE4)	PRE4 YFR050C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266	nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex, beta-subunit complex [GO:0019774]; proteasome storage granule [GO:0034515]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
P30665	reviewed	MCM4_YEAST	DNA replication licensing factor MCM4 (EC 3.6.4.12) (Cell division control protein 54)	MCM4 CDC54 HCD21 YPR019W YP9531.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	933	CMG complex [GO:0071162]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; MCM core complex [GO:0097373]; nuclear pre-replicative complex [GO:0005656]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; DNA replication origin binding [GO:0003688]; helicase activity [GO:0004386]; single-stranded DNA binding [GO:0003697]; DNA replication initiation [GO:0006270]; DNA strand elongation involved in DNA replication [GO:0006271]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication initiation [GO:1902975]; nuclear DNA replication [GO:0033260]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; premeiotic DNA replication [GO:0006279]
P30771	reviewed	RENT1_YEAST	ATP-dependent helicase NAM7 (EC 3.6.4.12) (EC 3.6.4.13) (Nonsense-mediated mRNA decay protein 1) (Nuclear accommodation of mitochondria 7 protein) (Up-frameshift suppressor 1)	NAM7 IFS2 MOF4 UPF1 YMR080C YM9582.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	971	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA helicase activity [GO:0036121]; mRNA binding [GO:0003729]; ribosomal small subunit binding [GO:0043024]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; single-stranded DNA binding [GO:0003697]; zinc ion binding [GO:0008270]; cytoplasmic RNA surveillance [GO:0071026]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; intracellular mRNA localization [GO:0008298]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; protein ubiquitination [GO:0016567]; regulation of translational termination [GO:0006449]; silent mating-type cassette heterochromatin formation [GO:0030466]
P30775	reviewed	RF1M_YEAST	Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)	MRF1 YGL143C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	413	mitochondrion [GO:0005739]; translation release factor activity [GO:0003747]; mitochondrial translation [GO:0032543]; mitochondrial translational termination [GO:0070126]; translational termination [GO:0006415]
P30822	reviewed	XPO1_YEAST	Exportin-1 (Chromosome region maintenance protein 1) (Karyopherin-124)	CRM1 KAP124 XPO1 YGR218W G8514	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1084	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; spindle pole body [GO:0005816]; nuclear export signal receptor activity [GO:0005049]; nuclear import signal receptor activity [GO:0061608]; small GTPase binding [GO:0031267]; U1 snRNA binding [GO:0030619]; U2 snRNA binding [GO:0030620]; U4 snRNA binding [GO:0030621]; U5 snRNA binding [GO:0030623]; U6 snRNA binding [GO:0017070]; mRNA export from nucleus [GO:0006406]; nuclear export [GO:0051168]; protein export from nucleus [GO:0006611]; protein localization to kinetochore [GO:0034501]; ribosomal large subunit export from nucleus [GO:0000055]; ribosomal small subunit export from nucleus [GO:0000056]
P30902	reviewed	ATP7_YEAST	ATP synthase subunit d, mitochondrial	ATP7 YKL016C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	174	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]; mitochondrion [GO:0005739]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]
P30952	reviewed	MLS1_YEAST	Malate synthase 1 (EC 2.3.3.9)	MLS1 YNL117W N1921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554	cytoplasm [GO:0005737]; cytosol [GO:0005829]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; malate synthase activity [GO:0004474]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]
P31109	reviewed	SNC1_YEAST	Synaptobrevin homolog 1	SNC1 YAL030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	cell periphery [GO:0071944]; cellular bud [GO:0005933]; cellular bud neck [GO:0005935]; cytosol [GO:0005829]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; prospore membrane [GO:0005628]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]; molecular adaptor activity [GO:0060090]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; ascospore-type prospore assembly [GO:0031321]; endocytosis [GO:0006897]; exocytosis [GO:0006887]; Golgi to endosome transport [GO:0006895]; Golgi to plasma membrane transport [GO:0006893]; Golgi vesicle fusion to target membrane [GO:0048210]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]; SNARE complex assembly [GO:0035493]; sporulation [GO:0043934]; vesicle fusion [GO:0006906]; vesicle fusion to plasma membrane [GO:0099500]; vesicle fusion with Golgi apparatus [GO:0048280]
P31111	reviewed	ZIP1_YEAST	Synaptonemal complex protein ZIP1	ZIP1 YDR285W D9819.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	875	chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome [GO:0000794]; synaptonemal complex [GO:0000795]; transverse filament [GO:0000802]; SUMO polymer binding [GO:0032184]; homologous chromosome pairing at meiosis [GO:0007129]; homologous recombination [GO:0035825]; negative regulation of reciprocal meiotic recombination [GO:0045128]; positive regulation of protein sumoylation [GO:0033235]; protein localization to site of double-strand break [GO:1990166]; reciprocal meiotic recombination [GO:0007131]
P31115	reviewed	PUS3_YEAST	tRNA pseudouridine(38/39) synthase (EC 5.4.99.45) (Depressed growth-rate protein DEG1) (tRNA pseudouridine synthase 3) (tRNA pseudouridylate synthase 3) (tRNA-uridine isomerase 3)	DEG1 HRM3 PUS3 YFL001W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	442	cytoplasm [GO:0005737]; nucleus [GO:0005634]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]
P31116	reviewed	DHOM_YEAST	Homoserine dehydrogenase (HDH) (EC 1.1.1.3)	HOM6 YJR139C J2132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	359	cytoplasm [GO:0005737]; nucleus [GO:0005634]; aspartate kinase activity [GO:0004072]; homoserine dehydrogenase activity [GO:0004412]; NADP binding [GO:0050661]; aspartate family amino acid biosynthetic process [GO:0009067]; homoserine biosynthetic process [GO:0009090]; isoleucine biosynthetic process [GO:0009097]; methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]
P31244	reviewed	RAD16_YEAST	DNA repair protein RAD16 (EC 3.6.4.-) (ATP-dependent helicase RAD16)	RAD16 YBR114W YBR0909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	790	Cul3-RING ubiquitin ligase complex [GO:0031463]; nucleotide-excision repair factor 4 complex [GO:0000113]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; global genome nucleotide-excision repair [GO:0070911]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; protein localization [GO:0008104]; response to UV [GO:0009411]; ubiquitin-dependent protein catabolic process [GO:0006511]
P31373	reviewed	CYS3_YEAST	Cystathionine gamma-lyase (gamma-CTLase) (EC 4.4.1.1) (Gamma-cystathionase) (Sulfur transfer protein 1)	CYS3 CYI1 STR1 YAL012W FUN35	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394	cytoplasm [GO:0005737]; nucleus [GO:0005634]; cystathionine gamma-lyase activity [GO:0004123]; cysteine-S-conjugate beta-lyase activity [GO:0047804]; L-cysteine desulfhydrase activity [GO:0080146]; L-cystine L-cysteine-lyase (deaminating) [GO:0044540]; pyridoxal phosphate binding [GO:0030170]; cysteine biosynthetic process [GO:0019344]; cysteine biosynthetic process via cystathionine [GO:0019343]; positive regulation of hydrogen sulfide biosynthetic process [GO:1904828]; transsulfuration [GO:0019346]
P31374	reviewed	PSK1_YEAST	Serine/threonine-protein kinase PSK1 (EC 2.7.11.1) (PAS kinase 1)	PSK1 YAL017W FUN31 YAL002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1356	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556]; negative regulation of glycogen biosynthetic process [GO:0045719]; phosphorylation [GO:0016310]; regulation of (1->6)-beta-D-glucan biosynthetic process [GO:0060917]; regulation of translation [GO:0006417]
P31376	reviewed	SWC3_YEAST	SWR1-complex protein 3	SWC3 FUN36 SWC1 YAL011W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	625	chromatin [GO:0000785]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]; ATP-dependent H2AZ histone chaperone activity [GO:0140849]; chromatin remodeling [GO:0006338]; endoplasmic reticulum organization [GO:0007029]; regulation of DNA-templated transcription [GO:0006355]
P31377	reviewed	STX8_YEAST	Syntaxin-8 (SNARE protein related to mammalian syntaxin 8) (ULP1-interacting protein 2)	SYN8 UIP2 YAL014C FUN34	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255	cytosol [GO:0005829]; endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; Golgi to endosome transport [GO:0006895]; Golgi to vacuole transport [GO:0006896]; Golgi vesicle fusion to target membrane [GO:0048210]; intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]
P31378	reviewed	NTH1_YEAST	Endonuclease III homolog 1 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase 1) (DNA glycosylase/AP lyase 1) (Endonuclease III-like glycosylase 1) (Redoxyendonuclease 1)	NTG1 OGG2 SCR1 YAL015C FUN33	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399	mitochondrion [GO:0005739]; nucleus [GO:0005634]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]; base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; cellular response to oxidative stress [GO:0034599]; DNA repair [GO:0006281]; positive regulation of mitochondrial DNA replication [GO:0090297]
P31380	reviewed	FUN30_YEAST	ATP-dependent helicase FUN30 (EC 3.6.4.12)	FUN30 YAL019W YAL001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1131	chromosome, centromeric region [GO:0000775]; chromosome, telomeric region [GO:0000781]; mating-type region heterochromatin [GO:0031934]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; chromatin remodeling [GO:0006338]; DNA double-strand break processing [GO:0000729]; heterochromatin formation [GO:0031507]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of RNA splicing [GO:0033120]; rDNA heterochromatin formation [GO:0000183]; silent mating-type cassette heterochromatin formation [GO:0030466]; subtelomeric heterochromatin formation [GO:0031509]
P31382	reviewed	PMT2_YEAST	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 (EC 2.4.1.109)	PMT2 FUN25 YAL023C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex [GO:0097582]; dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex [GO:0097584]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]; ER-associated misfolded protein catabolic process [GO:0071712]; fungal-type cell wall biogenesis [GO:0009272]; protein exit from endoplasmic reticulum [GO:0032527]; protein O-linked glycosylation [GO:0006493]; protein O-linked mannosylation [GO:0035269]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]
P31383	reviewed	2AAA_YEAST	Protein phosphatase PP2A regulatory subunit A (PR65)	TPD3 YAL016W FUN32	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	635	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]; spindle pole body [GO:0005816]; protein phosphatase regulator activity [GO:0019888]; mitotic spindle assembly checkpoint signaling [GO:0007094]; regulation of translation [GO:0006417]
P31384	reviewed	CCR4_YEAST	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	CCR4 YAL021C FUN27	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	837	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; Cdc73/Paf1 complex [GO:0016593]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; 3'-5'-RNA exonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]; DNA replication [GO:0006260]; DNA replication checkpoint signaling [GO:0000076]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription elongation by RNA polymerase II [GO:0006368]; traversing start control point of mitotic cell cycle [GO:0007089]
