Entry,Gene Ontology (GO)
P38555,cytosol [GO:0005829]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; recycling endosome [GO:0055037]; trans-Golgi network [GO:0005802]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; autophagy [GO:0006914]; early endosome to Golgi transport [GO:0034498]; exocytosis [GO:0006887]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
P38590,cytoplasm [GO:0005737]; nucleus [GO:0005634]; MAP kinase tyrosine phosphatase activity [GO:0033550]; MAP kinase tyrosine/serine/threonine phosphatase activity [GO:0017017]; protein tyrosine/threonine phosphatase activity [GO:0008330]; cell cycle [GO:0007049]; dephosphorylation [GO:0016311]; negative regulation of MAPK cascade [GO:0043409]; regulation of fungal-type cell wall organization [GO:0060237]; regulation of MAPK export from nucleus [GO:0071701]
P38604,endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; lanosterol synthase activity [GO:0000250]; ergosterol biosynthetic process [GO:0006696]; triterpenoid biosynthetic process [GO:0016104]
P38615,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; ascospore formation [GO:0030437]; phosphorylation [GO:0016310]; signal transduction [GO:0007165]
P38620,cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; fungal-type cell wall organization [GO:0031505]; phosphorylation [GO:0016310]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
P38623,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; cellular response to oxidative stress [GO:0034599]; osmosensory signaling pathway [GO:0007231]; phosphorylation [GO:0016310]; regulation of meiotic nuclear division [GO:0040020]
P38624,"nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex, beta-subunit complex [GO:0019774]; proteasome storage granule [GO:0034515]; endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]"
P38626,"mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; 2-(3-amino-3-carboxypropyl)histidine synthase activity [GO:0090560]; cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]; NADH dehydrogenase activity [GO:0003954]; protein histidyl modification to diphthamide [GO:0017183]; tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation [GO:0002926]"
P38627,cytoophidium [GO:0097268]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; 'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; glutamine metabolic process [GO:0006541]; pyrimidine nucleobase biosynthetic process [GO:0019856]
P38628,cytoplasm [GO:0005737]; nucleus [GO:0005634]; magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]; carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; fungal-type cell wall chitin biosynthetic process [GO:0034221]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]
P38629,Ctf18 RFC-like complex [GO:0031390]; cytosol [GO:0005829]; DNA replication factor C complex [GO:0005663]; Elg1 RFC-like complex [GO:0031391]; nucleus [GO:0005634]; Rad17 RFC-like complex [GO:0031389]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA clamp unloading [GO:0090618]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]; leading strand elongation [GO:0006272]; mismatch repair [GO:0006298]; mitotic sister chromatid cohesion [GO:0007064]
P38630,DNA replication factor C complex [GO:0005663]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]; cell division [GO:0051301]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]; leading strand elongation [GO:0006272]; mismatch repair [GO:0006298]; mitotic cell cycle [GO:0000278]
P38631,"1,3-beta-D-glucan synthase complex [GO:0000148]; actin cortical patch [GO:0030479]; cell periphery [GO:0071944]; cellular bud [GO:0005933]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; fungal-type cell wall [GO:0009277]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; 1,3-beta-D-glucan synthase activity [GO:0003843]; (1->3)-beta-D-glucan biosynthetic process [GO:0006075]; ascospore wall assembly [GO:0030476]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall polysaccharide biosynthetic process [GO:0051278]; positive regulation of endocytosis [GO:0045807]; regulation of cell size [GO:0008361]"
P38632,"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; Smc5-Smc6 complex [GO:0030915]; protein serine/threonine kinase inhibitor activity [GO:0030291]; SUMO ligase activity [GO:0061665]; SUMO transferase activity [GO:0019789]; zinc ion binding [GO:0008270]; chromatin looping [GO:0140588]; DNA double-strand break attachment to nuclear envelope [GO:1990683]; DNA repair [GO:0006281]; double-strand break repair via homologous recombination [GO:0000724]; protein sumoylation [GO:0016925]; regulation of telomere maintenance [GO:0032204]"
P38633,core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]; transcription coregulator activity [GO:0003712]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; meiotic gene conversion [GO:0006311]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription by RNA polymerase II [GO:0006366]
P38634,cytoplasm [GO:0005737]; nucleus [GO:0005634]; cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]; molecular function inhibitor activity [GO:0140678]; G1/S transition of mitotic cell cycle [GO:0000082]; negative regulation of macroautophagy [GO:0016242]
P38636,cytosol [GO:0005829]; copper chaperone activity [GO:0016531]; metal ion binding [GO:0046872]; cellular response to oxidative stress [GO:0034599]; copper ion transport [GO:0006825]; intracellular iron ion homeostasis [GO:0006879]
P38637,cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome binding [GO:0070628]; chromosome segregation [GO:0007059]; nuclear protein quality control by the ubiquitin-proteasome system [GO:0071630]; proteasome localization [GO:0031144]; protein transport [GO:0015031]
P38689,cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; fungal-type cell wall organization [GO:0031505]; phosphorylation [GO:0016310]; purine nucleotide biosynthetic process [GO:0006164]; regulation of cell size [GO:0008361]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
P38691,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]; ATP binding [GO:0005524]; mRNA binding [GO:0003729]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556]; negative regulation of macroautophagy [GO:0016242]; phosphorylation [GO:0016310]; protein localization [GO:0008104]; regulation of filamentous growth [GO:0010570]; regulation of pseudohyphal growth [GO:2000220]; regulation of translation in response to stress [GO:0043555]; TOR signaling [GO:0031929]
P38692,cellular bud [GO:0005933]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; budding cell apical bud growth [GO:0007118]; fungal-type cell wall organization [GO:0031505]; phosphorylation [GO:0016310]
P38695,cell periphery [GO:0071944]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]; carbohydrate transport [GO:0008643]; glucose transmembrane transport [GO:1904659]; hexose transmembrane transport [GO:0008645]
P38696,actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; membrane [GO:0016020]; microtubule [GO:0005874]; structural constituent of cytoskeleton [GO:0005200]; actin filament-based movement [GO:0030048]; establishment of mitotic spindle orientation [GO:0000132]; mitotic spindle orientation checkpoint signaling [GO:0031578]; nuclear migration [GO:0007097]
P38697,chromatin [GO:0000785]; cytoplasm [GO:0005737]; chromatin binding [GO:0003682]; IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]
P38700,"AP-1 adaptor complex [GO:0030121]; AP-2 adaptor complex [GO:0030122]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; Golgi membrane [GO:0000139]; nucleus [GO:0005634]; trans-Golgi network [GO:0005802]; clathrin adaptor activity [GO:0035615]; clathrin-dependent endocytosis [GO:0072583]; Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; vesicle targeting, trans-Golgi to endosome [GO:0048203]"
P38701,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]"
P38703,acyl-CoA ceramide synthase complex [GO:0061576]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513]
P38704,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]"
P38710,cytoplasm [GO:0005737]; nucleus [GO:0005634]; inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]; inositol biosynthetic process [GO:0006021]; inositol metabolic process [GO:0006020]; inositol phosphate catabolic process [GO:0071545]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; signal transduction [GO:0007165]
P38711,"cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]"
P38712,"nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; maturation of SSU-rRNA [GO:0030490]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; rRNA processing [GO:0006364]"
P38713,cortical endoplasmic reticulum [GO:0032541]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; lipid binding [GO:0008289]; sterol binding [GO:0032934]; sterol transfer activity [GO:0120015]; sterol transporter activity [GO:0015248]; endocytosis [GO:0006897]; ER to Golgi ceramide transport [GO:0035621]; exocytosis [GO:0006887]; invasive growth in response to glucose limitation [GO:0001403]; karyogamy involved in conjugation with cellular fusion [GO:0000742]; maintenance of cell polarity [GO:0030011]; piecemeal microautophagy of the nucleus [GO:0034727]; pseudohyphal growth [GO:0007124]; sterol transport [GO:0015918]
P38715,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; D-xylose:NADP reductase activity [GO:0032866]; mRNA binding [GO:0003729]; arabinose catabolic process [GO:0019568]; cellular response to osmotic stress [GO:0071470]; cellular response to oxidative stress [GO:0034599]; D-xylose catabolic process [GO:0042843]; galactose catabolic process [GO:0019388]
P38717,cortical endoplasmic reticulum [GO:0032541]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; transcription coregulator activity [GO:0003712]; intracellular sterol transport [GO:0032366]; positive regulation of transcription by RNA polymerase II [GO:0045944]
